,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
8058,,38,189.0,90.0,22.0,109.0,40.7
2482,,40,173.0,68.0,21.0,89.0,40.4
10454,,57,172.0,68.0,19.0,104.0,40.4
9181,,25,162.0,63.0,25.0,106.0,40.4
11404,,72,195.0,103.0,6.0,93.0,39.6
1759,,66,145.0,52.0,24.0,110.0,40.5
9984,,38,151.0,56.0,28.0,111.0,40.5
4422,,21,160.0,55.0,3.0,81.0,38.7
6704,,26,186.0,84.0,16.0,99.0,40.0
9916,,26,167.0,65.0,19.0,98.0,40.6
5182,,22,180.0,79.0,21.0,95.0,40.6
8533,,28,190.0,93.0,10.0,84.0,39.6
3701,,59,140.0,47.0,24.0,99.0,40.6
4243,,41,184.0,83.0,28.0,102.0,40.9
688,,70,191.0,98.0,4.0,83.0,39.1
3432,,53,167.0,63.0,2.0,74.0,38.1
13395,,34,206.0,103.0,22.0,100.0,40.8
4944,,37,185.0,84.0,15.0,97.0,40.0
966,,78,150.0,54.0,8.0,87.0,39.6
14560,,45,160.0,55.0,2.0,83.0,38.2
14237,,20,158.0,57.0,21.0,110.0,40.2
10395,,35,175.0,63.0,3.0,76.0,38.8
2713,,34,175.0,72.0,22.0,105.0,40.7
4757,,26,204.0,107.0,30.0,106.0,40.6
13290,,55,181.0,80.0,27.0,107.0,41.1
12350,,22,170.0,65.0,12.0,91.0,40.0
14323,,28,164.0,68.0,20.0,103.0,40.3
6320,,31,181.0,78.0,17.0,102.0,40.4
13472,,38,190.0,79.0,18.0,95.0,40.6
5975,,38,152.0,52.0,27.0,109.0,40.8
3572,,40,156.0,55.0,26.0,105.0,40.6
12997,,57,167.0,65.0,15.0,97.0,39.9
5299,,26,166.0,65.0,12.0,92.0,40.2
1990,,52,169.0,70.0,14.0,99.0,40.4
12312,,35,177.0,74.0,26.0,102.0,41.3
12951,,67,161.0,64.0,10.0,90.0,39.6
1205,,44,155.0,57.0,5.0,89.0,39.2
13490,,53,193.0,90.0,9.0,90.0,39.6
13050,,38,170.0,59.0,26.0,115.0,40.8
4971,,52,169.0,71.0,19.0,100.0,40.5
14588,,74,186.0,86.0,22.0,110.0,40.5
13226,,28,195.0,100.0,22.0,107.0,41.0
6783,,64,162.0,58.0,1.0,86.0,38.0
3600,,26,202.0,104.0,13.0,103.0,40.0
6490,,21,182.0,84.0,10.0,99.0,39.7
8609,,74,185.0,83.0,17.0,100.0,40.2
14965,,79,190.0,95.0,20.0,101.0,40.6
13570,,26,194.0,91.0,24.0,101.0,41.0
8070,,20,185.0,82.0,15.0,102.0,40.2
8577,,75,181.0,81.0,15.0,97.0,40.2
7973,,29,160.0,55.0,5.0,85.0,39.3
13974,,37,182.0,83.0,26.0,109.0,40.4
1625,,30,155.0,55.0,10.0,83.0,39.7
536,,31,184.0,90.0,25.0,106.0,41.0
8766,,74,177.0,80.0,14.0,93.0,39.9
7970,,45,184.0,91.0,17.0,95.0,40.4
13224,,49,166.0,63.0,8.0,95.0,39.4
4212,,32,174.0,77.0,3.0,79.0,38.6
6456,,20,177.0,66.0,8.0,83.0,39.7
3507,,38,151.0,52.0,23.0,98.0,40.8
8393,,55,195.0,106.0,10.0,91.0,40.0
9524,,22,149.0,48.0,27.0,111.0,40.9
7112,,21,191.0,92.0,11.0,89.0,40.0
11694,,42,174.0,73.0,13.0,93.0,40.4
2708,,26,164.0,59.0,1.0,87.0,38.0
5031,,56,187.0,90.0,25.0,99.0,40.5
6514,,77,174.0,82.0,23.0,94.0,40.7
4662,,72,170.0,69.0,20.0,107.0,40.4
4021,,22,164.0,62.0,2.0,85.0,38.5
1854,,44,183.0,82.0,20.0,103.0,40.4
14152,,74,170.0,68.0,20.0,111.0,40.5
2872,,53,167.0,67.0,28.0,112.0,40.7
3030,,24,175.0,75.0,20.0,101.0,40.9
9397,,33,191.0,92.0,26.0,103.0,40.8
1645,,22,180.0,77.0,6.0,81.0,39.3
3417,,34,180.0,79.0,16.0,92.0,40.1
3476,,26,173.0,77.0,23.0,103.0,40.2
14331,,39,198.0,105.0,23.0,102.0,40.7
11053,,21,157.0,57.0,2.0,77.0,37.8
1792,,32,149.0,49.0,15.0,93.0,40.3
3797,,35,172.0,72.0,28.0,106.0,40.8
3368,,33,173.0,63.0,3.0,82.0,38.7
11559,,42,174.0,76.0,14.0,84.0,40.4
11725,,23,180.0,85.0,2.0,85.0,37.8
7196,,43,162.0,64.0,30.0,105.0,41.2
14470,,52,161.0,64.0,11.0,99.0,40.1
5109,,27,196.0,95.0,8.0,87.0,39.4
6024,,31,192.0,89.0,6.0,79.0,39.0
11641,,68,172.0,82.0,8.0,86.0,39.7
8795,,46,163.0,60.0,22.0,106.0,40.7
11248,,23,171.0,63.0,24.0,104.0,40.8
13951,,39,194.0,93.0,18.0,89.0,40.3
126,,44,143.0,49.0,17.0,92.0,40.2
5959,,36,170.0,65.0,12.0,93.0,40.1
3876,,67,162.0,63.0,5.0,87.0,39.3
11127,,35,174.0,80.0,17.0,90.0,40.5
4451,,54,185.0,78.0,13.0,93.0,40.0
7147,,72,186.0,85.0,8.0,83.0,39.3
3531,,38,186.0,81.0,2.0,84.0,38.0
10922,,20,147.0,48.0,21.0,100.0,40.5
827,,23,173.0,68.0,18.0,97.0,40.1
9831,,63,190.0,94.0,21.0,95.0,40.7
7790,,24,179.0,74.0,12.0,93.0,40.3
984,,72,166.0,66.0,19.0,102.0,40.2
11473,,77,205.0,104.0,10.0,91.0,40.0
11197,,59,180.0,87.0,11.0,88.0,39.4
7783,,36,182.0,83.0,27.0,105.0,40.8
10380,,69,175.0,82.0,20.0,101.0,40.3
14375,,24,176.0,80.0,27.0,105.0,40.6
2443,,21,161.0,58.0,30.0,115.0,40.8
8554,,32,189.0,93.0,8.0,84.0,39.3
10541,,27,157.0,52.0,26.0,105.0,40.9
345,,22,191.0,88.0,10.0,90.0,39.7
814,,79,163.0,63.0,8.0,86.0,39.9
6166,,65,158.0,62.0,23.0,97.0,40.6
12999,,71,172.0,69.0,21.0,108.0,40.3
11397,,42,178.0,78.0,25.0,103.0,40.7
13621,,39,180.0,87.0,24.0,107.0,40.4
14670,,36,162.0,58.0,10.0,95.0,40.0
11517,,57,188.0,88.0,26.0,101.0,41.3
12298,,23,190.0,90.0,25.0,99.0,40.7
5779,,26,165.0,62.0,24.0,100.0,40.8
2116,,45,179.0,82.0,26.0,107.0,40.6
10026,,31,182.0,80.0,28.0,107.0,41.1
793,,22,158.0,56.0,18.0,97.0,40.4
14920,,24,169.0,67.0,22.0,95.0,40.4
6898,,21,181.0,79.0,18.0,91.0,40.3
2674,,31,171.0,68.0,28.0,107.0,40.7
94,,27,159.0,59.0,14.0,88.0,39.9
4225,,47,154.0,54.0,9.0,94.0,39.8
3756,,32,157.0,60.0,21.0,97.0,40.5
2891,,56,191.0,101.0,12.0,98.0,40.1
2371,,64,178.0,75.0,20.0,94.0,40.2
11420,,25,173.0,77.0,9.0,94.0,39.4
14090,,31,183.0,92.0,18.0,89.0,40.3
3228,,66,166.0,65.0,23.0,104.0,40.9
7863,,34,182.0,87.0,14.0,101.0,39.9
6359,,47,197.0,106.0,23.0,96.0,40.8
14746,,37,169.0,69.0,24.0,106.0,40.6
13102,,47,158.0,60.0,30.0,101.0,40.9
7326,,57,158.0,61.0,26.0,104.0,40.8
6028,,28,163.0,57.0,4.0,91.0,38.8
11045,,45,155.0,56.0,27.0,100.0,40.9
13429,,42,177.0,77.0,7.0,87.0,39.5
11104,,40,191.0,91.0,29.0,108.0,41.0
1865,,20,178.0,70.0,5.0,81.0,39.5
4612,,39,187.0,87.0,13.0,101.0,40.2
10049,,39,162.0,55.0,2.0,82.0,38.1
2645,,73,157.0,64.0,20.0,106.0,40.4
2243,,33,165.0,72.0,6.0,81.0,39.5
5373,,28,190.0,94.0,5.0,93.0,39.1
2336,,33,187.0,93.0,2.0,85.0,38.0
950,,40,177.0,81.0,8.0,83.0,39.6
11260,,33,170.0,65.0,30.0,105.0,41.0
1120,,48,177.0,85.0,1.0,80.0,38.1
10789,,44,173.0,71.0,14.0,94.0,40.3
2204,,75,197.0,103.0,6.0,91.0,39.1
419,,75,186.0,84.0,29.0,107.0,41.1
922,,64,175.0,83.0,4.0,83.0,38.9
9446,,77,175.0,75.0,11.0,95.0,39.9
8669,,79,189.0,92.0,17.0,104.0,40.2
10227,,69,178.0,79.0,7.0,84.0,39.3
5408,,42,182.0,87.0,10.0,99.0,39.6
5788,,48,169.0,66.0,27.0,100.0,40.7
5742,,21,177.0,82.0,3.0,84.0,38.5
7667,,61,157.0,62.0,5.0,83.0,38.8
5567,,24,179.0,78.0,27.0,108.0,41.1
8135,,43,176.0,76.0,14.0,88.0,40.2
1202,,41,173.0,69.0,28.0,108.0,41.0
10818,,42,168.0,64.0,28.0,118.0,40.9
5765,,72,199.0,98.0,28.0,110.0,40.9
8389,,55,145.0,55.0,15.0,101.0,40.1
1970,,32,153.0,55.0,8.0,89.0,39.5
11302,,34,172.0,77.0,25.0,105.0,40.7
4018,,29,158.0,56.0,10.0,91.0,39.9
10343,,68,172.0,76.0,24.0,109.0,40.6
3687,,62,156.0,57.0,6.0,91.0,39.6
13108,,26,155.0,56.0,22.0,96.0,40.7
1997,,67,191.0,91.0,26.0,99.0,40.7
4033,,23,175.0,70.0,5.0,78.0,39.0
14846,,24,186.0,84.0,10.0,90.0,39.7
11246,,76,188.0,90.0,30.0,109.0,40.9
1248,,76,160.0,59.0,12.0,85.0,40.0
2192,,50,187.0,93.0,28.0,106.0,40.9
2712,,42,194.0,91.0,3.0,79.0,38.6
9184,,39,168.0,62.0,16.0,91.0,40.4
2190,,74,197.0,105.0,12.0,88.0,39.7
4670,,20,155.0,54.0,24.0,110.0,40.7
5142,,21,162.0,56.0,18.0,107.0,40.2
5984,,79,170.0,75.0,18.0,95.0,40.6
6565,,76,170.0,68.0,27.0,114.0,40.9
7804,,28,188.0,87.0,4.0,91.0,39.0
11954,,64,153.0,57.0,26.0,111.0,40.8
6943,,28,185.0,88.0,19.0,98.0,40.5
11789,,33,151.0,44.0,16.0,89.0,40.0
12903,,23,175.0,73.0,23.0,110.0,40.6
9510,,48,154.0,55.0,19.0,91.0,40.3
10055,,28,142.0,44.0,7.0,93.0,39.0
10535,,29,195.0,99.0,9.0,91.0,39.7
10641,,26,171.0,62.0,9.0,90.0,39.8
2136,,24,175.0,70.0,8.0,90.0,39.3
1065,,20,161.0,55.0,8.0,86.0,39.5
600,,32,176.0,69.0,15.0,102.0,40.3
4227,,27,183.0,80.0,13.0,94.0,39.8
10813,,26,169.0,65.0,20.0,101.0,40.8
7577,,25,157.0,55.0,15.0,100.0,40.3
77,,49,168.0,68.0,20.0,99.0,40.6
7546,,77,191.0,93.0,16.0,91.0,40.3
2898,,40,167.0,63.0,19.0,97.0,40.5
4820,,30,169.0,69.0,6.0,89.0,39.4
9506,,45,187.0,87.0,4.0,83.0,38.9
13965,,46,158.0,59.0,6.0,88.0,39.2
6413,,34,173.0,73.0,18.0,108.0,40.4
9444,,65,193.0,91.0,8.0,87.0,40.0
9064,,43,168.0,66.0,20.0,102.0,40.2
12042,,24,169.0,67.0,27.0,105.0,40.5
8007,,47,191.0,95.0,4.0,80.0,39.1
5468,,57,196.0,96.0,29.0,108.0,41.1
5951,,41,159.0,57.0,17.0,101.0,40.3
14653,,59,166.0,70.0,17.0,90.0,40.2
11157,,31,194.0,91.0,12.0,85.0,40.1
3391,,74,172.0,73.0,8.0,89.0,39.7
5415,,24,164.0,63.0,12.0,85.0,39.8
2560,,76,176.0,81.0,24.0,94.0,40.7
14836,,22,190.0,98.0,24.0,101.0,40.3
8162,,56,179.0,75.0,15.0,90.0,40.3
2635,,49,187.0,89.0,24.0,99.0,40.7
5256,,51,159.0,58.0,26.0,112.0,40.8
3530,,40,197.0,102.0,19.0,99.0,40.7
8567,,30,173.0,67.0,3.0,83.0,38.6
1908,,47,174.0,73.0,28.0,101.0,40.9
12621,,22,155.0,51.0,1.0,83.0,37.5
13906,,62,161.0,59.0,17.0,88.0,40.3
235,,70,175.0,74.0,9.0,79.0,40.0
12219,,20,193.0,93.0,4.0,82.0,39.0
1604,,20,153.0,52.0,14.0,102.0,40.4
7984,,42,185.0,85.0,24.0,112.0,40.6
9310,,40,159.0,61.0,10.0,89.0,40.2
11869,,34,174.0,67.0,18.0,95.0,40.6
3490,,57,210.0,122.0,5.0,80.0,39.2
14780,,74,194.0,97.0,6.0,94.0,39.2
11150,,42,176.0,79.0,11.0,99.0,40.1
1994,,65,204.0,112.0,25.0,106.0,40.9
2824,,29,196.0,91.0,22.0,96.0,40.6
13941,,62,180.0,87.0,1.0,80.0,37.8
10568,,30,182.0,84.0,29.0,107.0,40.5
1342,,21,164.0,61.0,7.0,82.0,39.6
8512,,42,157.0,55.0,14.0,91.0,40.6
1619,,71,178.0,77.0,16.0,100.0,40.1
11905,,21,172.0,69.0,3.0,92.0,38.6
5287,,48,163.0,65.0,7.0,78.0,39.7
2060,,68,178.0,77.0,8.0,89.0,39.8
14932,,28,172.0,78.0,27.0,103.0,40.8
2219,,73,149.0,55.0,30.0,107.0,41.2
9865,,38,168.0,65.0,2.0,87.0,38.2
6038,,53,174.0,78.0,19.0,106.0,40.5
260,,32,172.0,72.0,8.0,80.0,39.5
14060,,28,185.0,84.0,11.0,91.0,39.7
10231,,25,164.0,61.0,18.0,87.0,40.3
12977,,45,140.0,41.0,25.0,99.0,40.7
9093,,63,202.0,106.0,21.0,91.0,40.8
3744,,30,186.0,89.0,14.0,86.0,39.7
2026,,55,180.0,86.0,26.0,104.0,40.3
6988,,35,181.0,82.0,16.0,93.0,40.4
4234,,22,161.0,55.0,29.0,102.0,40.6
1917,,22,189.0,93.0,3.0,76.0,38.4
1828,,48,158.0,54.0,4.0,91.0,38.9
9765,,27,154.0,56.0,20.0,100.0,40.1
12607,,25,159.0,64.0,14.0,101.0,39.9
12941,,22,168.0,65.0,13.0,97.0,40.1
6233,,55,183.0,83.0,4.0,92.0,38.7
14012,,33,175.0,70.0,20.0,99.0,40.4
12846,,36,166.0,66.0,15.0,101.0,40.2
6283,,25,173.0,66.0,8.0,79.0,39.6
4208,,74,188.0,93.0,5.0,85.0,39.2
12819,,55,179.0,78.0,10.0,91.0,39.6
224,,73,168.0,77.0,18.0,97.0,40.3
8915,,48,159.0,60.0,21.0,98.0,40.6
10002,,26,185.0,83.0,13.0,100.0,40.0
9333,,23,162.0,57.0,21.0,104.0,40.3
13721,,76,188.0,90.0,29.0,102.0,40.7
6469,,65,172.0,74.0,9.0,92.0,40.0
14135,,43,179.0,75.0,7.0,91.0,39.3
13746,,23,188.0,92.0,6.0,89.0,39.2
14596,,36,162.0,57.0,7.0,80.0,39.9
10954,,57,184.0,83.0,2.0,86.0,38.1
846,,67,172.0,72.0,8.0,89.0,39.3
4289,,30,144.0,42.0,24.0,105.0,41.0
5560,,43,160.0,64.0,19.0,103.0,40.6
13234,,29,150.0,49.0,4.0,73.0,39.3
2551,,26,159.0,61.0,7.0,88.0,39.5
11120,,26,144.0,46.0,24.0,108.0,40.8
117,,22,194.0,92.0,6.0,92.0,39.0
8837,,46,181.0,87.0,27.0,106.0,40.8
5966,,38,168.0,64.0,9.0,91.0,39.8
8195,,32,179.0,78.0,12.0,88.0,39.7
12362,,36,199.0,102.0,5.0,91.0,39.4
8659,,62,161.0,65.0,11.0,88.0,39.5
7489,,57,178.0,75.0,7.0,91.0,39.4
5,,36,151.0,50.0,23.0,96.0,40.7
5342,,56,171.0,66.0,13.0,96.0,40.3
9111,,74,196.0,100.0,10.0,92.0,39.7
10787,,54,167.0,65.0,28.0,110.0,40.6
4324,,67,155.0,60.0,20.0,101.0,40.6
1063,,58,164.0,62.0,12.0,93.0,39.7
2590,,58,177.0,84.0,11.0,88.0,40.0
8434,,36,173.0,68.0,27.0,108.0,40.8
13046,,32,183.0,86.0,3.0,81.0,38.5
9352,,55,175.0,69.0,30.0,117.0,41.2
11062,,23,174.0,75.0,28.0,110.0,40.7
3735,,60,184.0,89.0,12.0,89.0,40.2
10589,,70,180.0,78.0,18.0,97.0,40.4
3517,,32,167.0,73.0,6.0,88.0,38.8
6986,,55,163.0,63.0,24.0,96.0,40.7
11613,,21,175.0,74.0,29.0,109.0,41.2
10755,,48,186.0,90.0,17.0,94.0,40.6
6767,,68,173.0,67.0,24.0,100.0,40.5
5622,,32,173.0,75.0,20.0,88.0,40.0
1605,,61,194.0,92.0,24.0,99.0,40.5
1733,,55,160.0,62.0,19.0,95.0,40.7
10516,,30,199.0,96.0,9.0,96.0,40.1
10901,,29,195.0,93.0,2.0,78.0,38.2
14023,,45,172.0,75.0,28.0,109.0,40.9
9504,,78,175.0,79.0,15.0,105.0,40.1
11640,,38,177.0,71.0,29.0,107.0,41.0
3812,,21,191.0,95.0,25.0,110.0,40.8
14447,,62,177.0,82.0,29.0,107.0,40.9
10554,,46,166.0,59.0,1.0,84.0,37.4
10167,,57,181.0,89.0,16.0,95.0,40.5
11706,,57,186.0,84.0,17.0,100.0,40.5
1761,,38,171.0,76.0,25.0,101.0,40.9
5401,,49,180.0,82.0,13.0,88.0,39.6
2739,,56,169.0,79.0,26.0,102.0,40.4
14455,,20,163.0,67.0,19.0,98.0,40.1
2472,,40,183.0,78.0,20.0,92.0,40.6
6738,,37,153.0,55.0,12.0,85.0,39.8
6891,,43,187.0,87.0,19.0,99.0,40.5
12199,,70,185.0,88.0,3.0,75.0,38.7
7943,,25,160.0,55.0,21.0,93.0,40.5
12910,,56,188.0,93.0,5.0,82.0,39.2
9685,,52,162.0,67.0,1.0,82.0,38.1
4206,,29,204.0,98.0,18.0,97.0,40.3
6371,,33,170.0,70.0,30.0,116.0,41.0
10350,,25,149.0,47.0,28.0,106.0,40.8
9361,,35,168.0,63.0,24.0,108.0,41.0
10348,,49,202.0,106.0,1.0,77.0,38.3
232,,45,195.0,99.0,2.0,83.0,37.9
8258,,50,174.0,76.0,25.0,107.0,40.9
7561,,59,202.0,107.0,6.0,88.0,39.0
9795,,29,160.0,58.0,6.0,80.0,39.5
6168,,25,168.0,65.0,21.0,107.0,40.3
11475,,73,140.0,44.0,12.0,95.0,40.3
3596,,66,169.0,73.0,10.0,88.0,39.6
6288,,35,196.0,88.0,7.0,88.0,39.6
4632,,42,192.0,90.0,18.0,94.0,40.3
125,,21,156.0,52.0,12.0,82.0,39.8
7641,,40,203.0,104.0,18.0,108.0,40.5
6229,,38,183.0,83.0,8.0,81.0,40.0
13542,,35,181.0,76.0,9.0,85.0,39.4
1296,,52,203.0,107.0,20.0,100.0,40.4
1976,,20,162.0,57.0,12.0,95.0,39.8
14231,,57,181.0,76.0,13.0,92.0,39.8
14170,,53,136.0,43.0,24.0,103.0,41.2
10267,,31,169.0,63.0,12.0,81.0,40.1
12772,,36,179.0,80.0,21.0,105.0,40.4
5750,,29,187.0,82.0,13.0,99.0,39.8
8152,,76,151.0,58.0,5.0,88.0,39.2
14561,,65,152.0,51.0,23.0,103.0,40.8
3086,,28,178.0,74.0,18.0,100.0,40.5
13927,,60,173.0,79.0,6.0,92.0,38.8
6882,,28,172.0,73.0,22.0,99.0,40.5
13969,,32,160.0,61.0,27.0,114.0,40.6
7673,,35,151.0,51.0,12.0,93.0,39.9
3345,,64,188.0,92.0,14.0,87.0,40.4
8172,,46,187.0,83.0,19.0,100.0,40.5
14146,,63,186.0,91.0,6.0,80.0,39.0
5870,,20,169.0,64.0,20.0,99.0,40.8
6506,,40,187.0,85.0,17.0,100.0,40.1
2797,,34,170.0,65.0,24.0,108.0,40.9
918,,42,164.0,61.0,14.0,88.0,40.2
1646,,61,160.0,60.0,3.0,88.0,38.5
5122,,26,157.0,58.0,13.0,92.0,40.1
5126,,35,156.0,59.0,10.0,89.0,39.4
13170,,51,157.0,56.0,25.0,101.0,40.8
13623,,40,198.0,104.0,29.0,110.0,40.7
4621,,38,182.0,80.0,23.0,106.0,41.0
6809,,67,161.0,63.0,13.0,82.0,39.9
364,,27,172.0,77.0,13.0,101.0,39.9
11479,,68,163.0,62.0,29.0,112.0,40.8
2125,,28,177.0,78.0,22.0,110.0,40.8
8150,,49,172.0,75.0,14.0,100.0,40.0
12315,,28,177.0,86.0,26.0,113.0,40.9
12761,,27,194.0,95.0,2.0,85.0,38.4
8717,,30,168.0,69.0,2.0,85.0,37.8
13013,,35,181.0,78.0,10.0,91.0,39.5
55,,53,191.0,101.0,21.0,106.0,40.7
638,,34,174.0,72.0,26.0,103.0,40.7
302,,74,205.0,112.0,6.0,83.0,39.0
10958,,31,146.0,50.0,6.0,80.0,39.3
5811,,43,194.0,96.0,29.0,105.0,40.5
1276,,57,179.0,87.0,29.0,105.0,41.1
12912,,29,182.0,76.0,8.0,83.0,39.7
10247,,46,174.0,73.0,12.0,93.0,39.7
13568,,47,178.0,77.0,19.0,93.0,40.4
13337,,61,180.0,74.0,8.0,86.0,39.5
4432,,22,144.0,46.0,22.0,99.0,40.7
3644,,59,195.0,104.0,15.0,92.0,40.3
4143,,48,150.0,53.0,14.0,95.0,40.5
2878,,26,179.0,81.0,27.0,107.0,40.6
12394,,63,168.0,67.0,10.0,83.0,40.1
6493,,22,205.0,107.0,4.0,90.0,38.6
13367,,78,201.0,102.0,8.0,91.0,39.7
10478,,39,156.0,52.0,14.0,83.0,40.1
10453,,63,152.0,53.0,26.0,103.0,40.7
5240,,30,194.0,97.0,17.0,95.0,40.6
14120,,36,187.0,95.0,15.0,98.0,40.2
10488,,54,159.0,57.0,14.0,84.0,40.3
6937,,63,153.0,52.0,4.0,88.0,39.0
7240,,33,172.0,75.0,13.0,95.0,39.7
9945,,21,197.0,97.0,19.0,96.0,40.3
13389,,23,178.0,70.0,3.0,84.0,38.3
10160,,70,176.0,80.0,7.0,82.0,39.5
2593,,23,142.0,47.0,12.0,96.0,39.9
11309,,26,177.0,75.0,15.0,94.0,40.6
2393,,76,181.0,76.0,22.0,96.0,40.7
523,,59,156.0,58.0,19.0,91.0,40.3
6376,,22,168.0,61.0,6.0,85.0,39.3
6981,,28,155.0,57.0,25.0,102.0,40.6
13716,,57,193.0,97.0,8.0,85.0,39.4
6677,,52,177.0,81.0,9.0,85.0,39.5
3900,,45,154.0,55.0,30.0,111.0,40.9
14460,,52,196.0,97.0,24.0,104.0,40.9
12891,,70,172.0,77.0,12.0,99.0,40.1
5585,,79,151.0,52.0,8.0,79.0,39.7
14054,,77,177.0,85.0,5.0,80.0,38.8
7956,,74,178.0,87.0,4.0,74.0,38.9
7570,,33,184.0,81.0,13.0,91.0,40.0
11314,,77,192.0,94.0,3.0,82.0,38.3
6777,,23,166.0,61.0,20.0,100.0,40.2
12348,,55,177.0,79.0,17.0,89.0,40.3
10161,,25,187.0,82.0,23.0,101.0,41.0
671,,22,160.0,56.0,23.0,98.0,40.5
4188,,22,179.0,81.0,13.0,96.0,39.9
666,,42,167.0,76.0,29.0,108.0,40.6
3266,,24,185.0,89.0,20.0,109.0,40.6
1887,,27,178.0,81.0,11.0,96.0,40.0
11458,,34,183.0,83.0,5.0,86.0,39.2
8472,,37,149.0,51.0,6.0,93.0,39.3
9911,,52,175.0,75.0,18.0,102.0,40.5
11139,,43,180.0,80.0,21.0,99.0,40.6
12647,,23,172.0,74.0,22.0,102.0,40.1
9091,,45,170.0,70.0,4.0,87.0,39.1
7687,,22,192.0,91.0,26.0,113.0,40.7
6031,,32,159.0,58.0,7.0,90.0,39.6
14754,,76,155.0,59.0,9.0,89.0,39.9
6090,,61,150.0,55.0,2.0,87.0,38.5
6238,,29,184.0,89.0,14.0,95.0,40.1
7350,,61,174.0,69.0,10.0,90.0,39.4
7830,,24,173.0,75.0,28.0,106.0,40.7
760,,27,157.0,59.0,2.0,81.0,38.3
6254,,54,161.0,59.0,4.0,83.0,38.8
1906,,45,158.0,57.0,24.0,110.0,40.5
12234,,72,183.0,91.0,4.0,79.0,38.8
12015,,21,146.0,49.0,6.0,81.0,39.6
12330,,77,199.0,106.0,28.0,113.0,41.0
3818,,26,167.0,67.0,7.0,84.0,39.6
6269,,66,185.0,97.0,9.0,88.0,39.7
4300,,33,155.0,57.0,12.0,102.0,40.0
5569,,20,153.0,48.0,14.0,94.0,40.2
7941,,29,181.0,83.0,20.0,109.0,40.7
10785,,59,168.0,67.0,5.0,87.0,39.1
4164,,66,175.0,69.0,7.0,86.0,39.4
11223,,57,155.0,55.0,19.0,99.0,40.3
5971,,32,162.0,55.0,29.0,112.0,41.1
3579,,26,144.0,52.0,11.0,96.0,39.8
2832,,20,195.0,98.0,25.0,110.0,40.7
5449,,43,183.0,82.0,21.0,98.0,40.7
3472,,28,194.0,86.0,19.0,103.0,40.3
6327,,50,189.0,93.0,3.0,86.0,38.8
137,,42,185.0,78.0,26.0,110.0,41.4
7043,,42,172.0,71.0,13.0,93.0,40.6
4892,,41,159.0,57.0,17.0,93.0,40.1
2180,,44,183.0,83.0,11.0,96.0,40.1
10320,,37,178.0,72.0,29.0,102.0,41.2
7730,,32,193.0,86.0,29.0,112.0,40.8
3177,,68,163.0,60.0,5.0,85.0,39.3
4854,,50,171.0,77.0,29.0,111.0,40.8
4637,,49,166.0,63.0,25.0,108.0,40.3
5115,,52,187.0,97.0,7.0,94.0,39.5
14205,,39,164.0,60.0,29.0,110.0,40.8
7648,,50,201.0,102.0,21.0,104.0,40.3
4261,,27,158.0,56.0,25.0,97.0,40.9
12536,,69,165.0,67.0,27.0,106.0,40.9
1331,,78,169.0,64.0,12.0,88.0,40.1
10209,,47,172.0,76.0,16.0,100.0,40.4
12734,,22,161.0,53.0,21.0,107.0,40.4
10674,,24,166.0,60.0,12.0,83.0,39.8
7002,,78,177.0,82.0,6.0,79.0,39.2
9550,,43,174.0,74.0,1.0,77.0,37.7
6941,,31,178.0,76.0,14.0,93.0,40.3
8017,,32,173.0,67.0,14.0,96.0,39.9
6241,,50,179.0,78.0,5.0,92.0,39.3
9521,,55,155.0,53.0,12.0,95.0,39.7
14977,,46,173.0,68.0,14.0,104.0,40.2
6881,,31,172.0,65.0,4.0,85.0,38.9
13051,,31,156.0,53.0,20.0,102.0,40.6
10342,,58,177.0,84.0,8.0,87.0,39.4
4530,,29,165.0,58.0,9.0,84.0,39.5
10314,,44,158.0,65.0,3.0,94.0,38.4
4673,,24,182.0,86.0,18.0,91.0,40.2
12173,,45,165.0,64.0,30.0,104.0,40.5
6996,,70,191.0,97.0,15.0,100.0,40.1
1252,,26,182.0,82.0,25.0,98.0,40.7
11470,,54,171.0,70.0,26.0,111.0,41.0
3374,,61,164.0,62.0,13.0,95.0,40.1
2814,,40,212.0,118.0,27.0,111.0,40.7
4719,,27,171.0,72.0,29.0,111.0,41.1
6544,,55,153.0,56.0,9.0,90.0,39.7
10040,,44,165.0,62.0,6.0,90.0,39.1
4858,,41,185.0,88.0,19.0,97.0,40.1
7901,,66,173.0,75.0,25.0,98.0,40.5
11229,,21,166.0,63.0,7.0,87.0,39.5
8580,,29,164.0,58.0,21.0,94.0,40.8
8427,,23,159.0,59.0,8.0,91.0,39.9
1077,,30,168.0,61.0,28.0,105.0,41.4
10176,,78,157.0,56.0,4.0,79.0,38.7
4363,,69,160.0,60.0,24.0,104.0,40.9
12154,,39,191.0,87.0,29.0,111.0,41.2
770,,54,169.0,71.0,29.0,107.0,40.5
10357,,45,196.0,98.0,9.0,91.0,40.0
12725,,43,154.0,56.0,29.0,109.0,40.9
8865,,51,186.0,90.0,2.0,83.0,38.1
249,,24,188.0,90.0,14.0,103.0,40.1
9766,,70,178.0,89.0,26.0,112.0,40.6
7239,,20,184.0,87.0,23.0,109.0,40.3
3419,,73,183.0,88.0,25.0,99.0,40.6
10273,,26,178.0,78.0,28.0,103.0,41.0
10015,,56,187.0,76.0,28.0,99.0,41.0
